Serial,Book Name,Author Name,Ratings
6690,"Witch Song (Witch Song, #1)",Amber Argyle, 3.68
6691,"A Pocket Full of Rye (Miss Marple, #6)",Agatha Christie, 3.90
6692,"Remember Me (Remember Me, #1-3)",Christopher Pike, 4.13
6693,"Girl, Missing (Girl, Missing, #1)",Sophie McKenzie, 3.91
6694,"The Wake (The Sandman, #10)",Neil Gaiman, 4.52
6695,"High Couch of Silistra (Silistra, #1)",Janet E. Morris, 3.62
6696,"Leah on the Offbeat (Simonverse, #3)",Becky Albertalli, 3.83
6697,Flowers from the Storm,Laura Kinsale, 4.09
6698,"We Free the Stars (Sands of Arawiya, #2)",Hafsah Faizal, 4.33
6699,"Holiday in Death (In Death, #7)",J.D. Robb, 4.31
6700,"Bud, Not Buddy",Christopher Paul Curtis, 3.94
6701,"Maximum Security (Cherub, #3)",Robert Muchamore, 4.27
6702,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge, 4.17
6703,Wraeththu (Wraeththu #1-3),Storm Constantine, 3.94
6704,Consider the Lobster and Other Essays,David Foster Wallace, 4.14
6705,"Dangerous Angels (Weetzie Bat, #1-5)",Francesca Lia Block, 4.24
6706,"Narrenturm (Trylogia husycka, #1)",Andrzej Sapkowski, 4.05
6707,"Torrent (River of Time, #3)",Lisa Tawn Bergren, 4.30
6708,A Perfect Day for Bananafish,J.D. Salinger, 4.31
6709,The Half Brother,Lars Saabye Christensen, 4.11
6710,"The Pledge (The Pledge, #1)",Kimberly Derting, 3.79
6711,"It Happened One Wedding (FBI/US Attorney, #5)",Julie James, 4.08
6712,"The Unwanted Wife (Unwanted, #1)",Natasha Anders, 3.93
6713,Beware of Pity,Stefan Zweig, 4.22
6714,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman, 4.25
6715,Ride the Wind,Lucia St. Clair Robson, 4.38
6716,"Janitors (Janitors, #1)",Tyler Whitesides, 3.91
6717,Monkey: The Journey to the West,Wu Cheng'en, 4.05
6718,Forward the Foundation (Foundation: Prequel #2),Isaac Asimov, 4.15
6719,The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan, 4.28
6720,"North! or Be Eaten (The Wingfeather Saga, #2)",Andrew       Peterson, 4.54
6721,Kids of Appetite,David  Arnold, 4.00
6722,The Watchers: The Tomb,Carl Novakovich, 4.36
6723,The Milagro Beanfield War,John     Nichols, 4.09
6724,Supernova: Petir,Dee Lestari, 3.93
6725,"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock, 3.74
6726,The Collected Poems,Sylvia Plath, 4.19
6727,"Princeps' Fury (Codex Alera, #5)",Jim Butcher, 4.37
6728,Something Like Fate,Susane Colasanti, 3.70
6729,"Vurt (Vurt, #1)",Jeff Noon, 4.06
6730,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan, 3.69
6731,Bounty from the Box: The CSA Farm Cookbook,Mi Ae Lipe, 4.37
6732,The March of Folly: From Troy to Vietnam,Barbara W. Tuchman, 4.02
6733,The Rebel,Albert Camus, 4.14
6734,Island of the Sequined Love Nun,Christopher Moore, 3.79
6735,Adam și Eva,Liviu Rebreanu, 4.19
6736,"Tangled Webs (The Black Jewels, #6)",Anne Bishop, 4.06
6737,"The Other Queen (The Plantagenet and Tudor Novels, #15)",Philippa Gregory, 3.68
6738,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden, 4.35
6739,"What's Left of Me (What's Left of Me, #1)",Amanda Maxlyn, 4.27
6740,Home,Marilynne Robinson, 4.03
6741,The Masque of the Red Death - an Edgar Allan Poe Short Story,Edgar Allan Poe, 4.08
6742,"Written in Bone (David Hunter, #2)",Simon Beckett, 4.15
6743,"The Judgement (Ruin, #3)",Lucian Bane, 4.31
6744,"The Last Herald-Mage (Valdemar: The Last Herald-Mage, #1-3)",Mercedes Lackey, 4.49
6745,Everything We Keep (Everything #1),Kerry Lonsdale, 3.86
6746,A Head Full of Ghosts,Paul Tremblay, 3.80
6747,Boo's Shoes - A Rabbit and Fox Story: Learn To Tie Shoelaces,Sybrina Durant, 4.37
6748,"Death Note, Vol. 4: Love (Death Note, #4)",Tsugumi Ohba, 4.42
6749,"The Innocent Mage (Kingmaker, Kingbreaker, #1)",Karen Miller, 3.66
6750,"Wondrous Strange (Wondrous Strange, #1)",Lesley Livingston, 3.69
6751,"Fables, Vol. 1: Legends in Exile",Bill Willingham, 3.97
6752,That Summer,Sarah Dessen, 3.47
6753,The Probability of Miracles,Wendy Wunder, 3.91
6754,"Ellana (Le Pacte des MarchOmbres, #1)",Pierre Bottero, 4.63
6755,Fire and Fury: Inside the Trump White House,Michael Wolff, 3.44
6756,Straight Man,Richard Russo, 4.01
6757,"The Blue Girl (Newford, #15)",Charles de Lint, 3.93
6758,Iphigenia in Aulis,Euripides, 4.03
6759,Marcelo in the Real World,Francisco X. Stork, 3.94
6760,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh, 4.25
6761,"This Dark Endeavor (The Apprenticeship of Victor Frankenstein, #1)",Kenneth Oppel, 3.82
6762,You Can Heal Your Life,Louise L. Hay, 4.14
6763,The Running Dream,Wendelin Van Draanen, 4.31
6764,The Growing Pains of Adrian Mole (Adrian Mole #2),Sue Townsend, 3.99
6765,"Storm (Elemental, #1)",Brigid Kemmerer, 3.95
6766,"Defy (Defy, #1)",Sara B. Larson, 3.74
6767,"The Highlander's Touch (Highlander, #3)",Karen Marie Moning, 4.12
6768,Outsourced World - Seducing Goddess Durga During the Clinton Era,GRWilson, 4.21
6769,What You Did,Claire McGowan, 3.87
6770,Hold Tight,Harlan Coben, 3.95
6771,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts, 4.32
6772,"The Key to Rondo (Rondo, #1)",Emily Rodda, 3.82
6773,If Nobody Speaks of Remarkable Things,Jon McGregor, 3.89
6774,When God Was a Rabbit,Sarah Winman, 3.72
6775,"Fated (Dark Protectors, #1)",Rebecca Zanetti, 3.91
6776,"The Darkest Road (The Fionavar Tapestry, #3)",Guy Gavriel Kay, 4.20
6777,The Yacoubian Building,Alaa Al Aswany, 3.69
6778,"A Criminal Defense (Philadelphia Legal, #1)",William L. Myers Jr., 4.01
6779,"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim, 4.01
6780,The Taking,Dean Koontz, 3.79
6781,Bluebeard,Kurt Vonnegut Jr., 4.05
6782,"Christy Miller Collection, Vol. 1 (Christy Miller, #1-3)",Robin Jones Gunn, 4.49
6783,The Cruel Sea,Nicholas Monsarrat, 4.15
6784,"Timeless (Timeless, #1)",Alexandra Monir, 3.84
6785,"The Iron King (The Accursed Kings, #1)",Maurice Druon, 4.03
6786,"Rainbow Boys (Rainbow Trilogy, #1)",Alex   Sanchez, 3.84
6787,"Nothing to Lose (Jack Reacher, #12)",Lee Child, 3.93
6788,"Blue Skies (Kendrick/Coulter/Harrigan, #4)",Catherine Anderson, 4.15
6789,"James Potter and the Vault of Destinies (James Potter, #3)",G. Norman Lippert, 3.76
6790,Something Happened,Joseph Heller, 3.53
6791,Bloom,Elizabeth Scott, 3.70
6792,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn, 3.95
6793,"Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber (Bloody Jack, #3)",L.A. Meyer, 4.33
6794,سقف الكفاية,محمد حسن علوان, 3.51
6795,The End of Your Life Book Club,Will Schwalbe, 3.78
6796,Min kamp 2 (Min kamp #2),Karl Ove Knausgård, 4.32
6797,تصوف: منقذو الآلهة,Nikos Kazantzakis, 4.06
6798,Wish,Barbara O'Connor, 4.32
6799,The Last Report on the Miracles at Little No Horse,Louise Erdrich, 4.19
6800,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison, 4.10
6801,Islands in the Stream,Ernest Hemingway, 3.88
6802,A Kestrel for a Knave,Barry Hines, 4.03
6803,"As Dead As It Gets (Bad Girls Don't Die, #3)",Katie Alender, 4.35
6804,"Awaken (Abandon, #3)",Meg Cabot, 3.92
6805,The Speed of Life,James Victor Jordan, 4.36
6806,"Sing, Unburied, Sing",Jesmyn Ward, 4.02
6807,Five Smooth Stones,Ann Fairbairn, 4.43
6808,"Rama Revealed (Rama, #4)",Arthur C. Clarke, 3.80
6809,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford, 3.64
6810,"Broken (Women of the Otherworld, #6)",Kelley Armstrong, 4.15
6811,Dragonfly,Julia Golding, 4.00
6812,The Third Twin,Ken Follett, 3.76
6813,"The Iron Legends (The Iron Fey, #1.5, 3.5, 4.5)",Julie Kagawa, 4.25
6814,"Timebound (The Chronos Files, #1)",Rysa Walker, 3.88
6815,"Queen Song (Red Queen, #0.1)",Victoria Aveyard, 3.81
6816,Edward II,Christopher Marlowe, 3.61
6817,The Double Bind,Chris Bohjalian, 3.63
6818,The Winner,David Baldacci, 4.09
6819,"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore, 3.75
6820,Truman,David McCullough, 4.11
6821,Megan Meade's Guide to the McGowan Boys,Kate Brian, 3.92
6822,"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau, 3.28
6823,Look Again,Lisa Scottoline, 3.87
6824,"Hush, Hush (Hush, Hush: The Graphic Novel, #1)",Derek Ruiz, 4.25
6825,The Complete Robot,Isaac Asimov, 4.30
6826,"Earth Girl (Earth Girl, #1)",Janet  Edwards, 3.82
6827,"The Assassin and the Healer (Throne of Glass, #0.2)",Sarah J. Maas, 4.22
6828,The Cellist of Sarajevo,Steven Galloway, 3.96
6829,The Storyteller's Secret,Sejal Badani, 4.34
6830,"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill, 4.37
6831,Planet of the Apes,Pierre Boulle, 3.97
6832,"Death Note, Vol. 7: Zero (Death Note, #7)",Tsugumi Ohba, 4.44
6833,"Fading Echoes (Warriors: Omen of the Stars, #2)",Erin Hunter, 4.36
6834,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay, 3.59
6835,"Demon Lord of Karanda (The Malloreon, #3)",David Eddings, 4.02
6836,"Virgin River (Virgin River, #1)",Robyn Carr, 4.02
6837,Necroscope (Necroscope #1),Brian Lumley, 4.01
6838,The True Story of the 3 Little Pigs,Jon Scieszka, 4.30
6839,When It Happens,Susane Colasanti, 3.74
6840,"Rock Chick Redemption (Rock Chick, #3)",Kristen Ashley, 4.41
6841,Fences (The Century Cycle #6),August Wilson, 3.87
6842,The Encyclopedia of the Dead,Danilo Kiš, 4.09
6843,Blackberry Wine,Joanne Harris, 3.81
6844,"The War I Finally Won (The War That Saved My Life, #2)",Kimberly Brubaker Bradley, 4.45
6845,All We Ever Wanted,Emily Giffin, 3.85
6846,The Coma,Alex Garland, 3.37
6847,The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour,James D. Hornfischer, 4.30
6848,Armada,Ernest Cline, 3.54
6849,Girl in Hyacinth Blue,Susan Vreeland, 3.74
6850,"The Forest House (Avalon, #2)",Marion Zimmer Bradley, 3.87
6851,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",Joy Adamson, 4.14
6852,"Rock Bottom (Tristan & Danika, #2)",R.K. Lilley, 4.43
6853,"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong, 4.05
6854,"Thoughtful (Thoughtless, #1.5)",S.C. Stephens, 4.23
6855,The Passenger,Lisa Lutz, 3.74
6856,The Serpent King,Jeff Zentner, 4.17
6857,"Billy Budd, Sailor",Herman Melville, 3.15
6858,Death Note: Another Note - The Los Angeles BB Murder Cases,NisiOisiN, 4.30
6859,Mister Pip,Lloyd Jones, 3.65
6860,Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin, 4.17
6861,"Independence (Significance, #4)",Shelly Crane, 4.31
6862,Orlando Furioso,Ludovico Ariosto, 4.04
6863,Himnaríki og helvíti,Jón Kalman Stefánsson, 4.16
6864,Лавина,Blaga Dimitrova, 4.46
6865,Z for Zachariah,Robert C. O'Brien, 3.67
6866,"The Magic of You (Malory-Anderson Family, #4)",Johanna Lindsey, 4.17
6867,Me and Mr. Darcy,Alexandra Potter, 3.22
6868,"The Forgotten Warrior (Warriors: Omen of the Stars, #5)",Erin Hunter, 4.46
6869,Stranger with My Face,Lois Duncan, 3.90
6870,"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr, 4.11
6871,"Blood Feud (Drake Chronicles, #2)",Alyxandra Harvey, 4.12
6872,The Protestant Ethic and the Spirit of Capitalism,Max Weber, 3.91
6873,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene, 4.09
6874,"Reboot (Reboot, #1)",Amy Tintera, 3.90
6875,Nerve,Jeanne Ryan, 3.34
6876,The Flatshare,Beth O'Leary, 4.08
6877,"DragonSpell (DragonKeeper Chronicles, #1)",Donita K. Paul, 3.86
6878,"The Immortals (Immortals, #1-4)",Tamora Pierce, 4.58
6879,"Tall, Dark & Hungry (Argeneau #4)",Lynsay Sands, 4.20
6880,"King of the Murgos (The Malloreon, #2)",David Eddings, 4.07
6881,"Dark Life (Dark Life, #1)",Kat Falls, 3.90
6882,"Monster High (Monster High, #1)",Lisi Harrison, 3.69
6883,"Defiance (Significance, #3)",Shelly Crane, 4.29
6884,"Promise Me Darkness (Promise Me, #1)",Paige Weaver, 4.07
6885,"Castle in the Air (Howl's Moving Castle, #2)",Diana Wynne Jones, 3.88
6886,If You Find Me,Emily  Murdoch, 4.08
6887,The Good Soldiers,David Finkel, 4.19
6888,"Faceless Killers (Kurt Wallander, #1)",Henning Mankell, 3.77
6889,The Book of Revelation,Rupert Thomson, 3.44
6890,The Dutch House,Ann Patchett, 4.10
6891,"Wicked (Pretty Little Liars, #5)",Sara Shepard, 3.99
6892,"Dark Challenge (Dark, #5)",Christine Feehan, 4.25
6893,Wall and Piece,Banksy, 3.85
6894,"The Lost Days (Emily the Strange, #1)",Rob Reger, 3.90
6895,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt, 4.06
6896,Carter Beats the Devil,Glen David Gold, 4.09
6897,"The Force of Wind (Elemental Mysteries, #3)",Elizabeth   Hunter, 4.29
6898,"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell, 4.28
6899,Letter to His Father,Franz Kafka, 3.93
6900,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley, 4.14
6901,Drawing Blood,Poppy Z. Brite, 4.02
6902,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer, 4.28
6903,The Custom of the Country,Edith Wharton, 4.04
6904,The Comedy of Errors,William Shakespeare, 3.71
6905,Carrion Comfort,Dan Simmons, 3.90
6906,Beatrice and Virgil,Yann Martel, 3.17
6907,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis, 4.09
6908,"Music of the Heart (Runaway Train, #1)",Katie Ashley, 3.99
6909,The Wall,Marlen Haushofer, 4.03
6910,Venus in Furs,Leopold von Sacher-Masoch, 3.64
6911,Zen in the Art of Writing,Ray Bradbury, 4.09
6912,There's Someone Inside Your House,Stephanie Perkins, 3.44
6913,The Scarlet Thread,Francine Rivers, 4.16
6914,Letters from the Earth: Uncensored Writings,Mark Twain, 4.21
6915,Shadow of the Moon,M.M. Kaye, 4.21
6916,The Heretic Queen,Michelle Moran, 4.19
6917,"Audrey, Wait!",Robin Benway, 3.76
6918,Drown,Junot Díaz, 4.03
6919,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne, 4.22
6920,A Night to Remember,Walter Lord, 4.06
6921,"Faking It (Losing It, #2)",Cora Carmack, 3.93
6922,"Pivot Point (Pivot Point, #1)",Kasie West, 4.05
6923,مذكرات حرب أكتوبر,سعد الدين الشاذلي, 4.37
6924,"Winter Turning (Wings of Fire, #7)",Tui T. Sutherland, 4.56
6925,The Lying Game,Ruth Ware, 3.54
6926,"The Tin Roof Blowdown (Dave Robicheaux, #16)",James Lee Burke, 4.17
6927,Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints, 4.66
6928,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger, 3.99
6929,"Flirt (Anita Blake, Vampire Hunter #18)",Laurell K. Hamilton, 3.73
6930,"The Shadow Queen (The Black Jewels, #7)",Anne Bishop, 4.33
6931,"Brother Odd (Odd Thomas, #3)",Dean Koontz, 3.99
6932,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson, 3.84
6933,Song of Myself,Walt Whitman, 4.17
6934,"Two Truths and a Lie (The Lying Game, #3)",Sara Shepard, 3.97
6935,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall, 4.19
6936,The Changeling,Zilpha Keatley Snyder, 4.18
6937,The Big Rock Candy Mountain,Wallace Stegner, 4.17
6938,Espedair Street,Iain Banks, 3.88
6939,"The Grass Crown (Masters of Rome, #2)",Colleen McCullough, 4.31
6940,"Sun and Moon, Ice and Snow",Jessica Day George, 3.98
6941,"His Last Bow (Sherlock Holmes, #8)",Arthur Conan Doyle, 4.25
6942,"Tempting the Best Man (Gamble Brothers, #1)",J. Lynn, 3.70
6943,"The Fever Series (Fever, #1-5)",Karen Marie Moning, 4.64
6944,The Golem,Gustav Meyrink, 3.87
6945,"Move the Sun (Signal Bend, #1)",Susan Fanetti, 3.79
6946,The Winter People,Jennifer  McMahon, 3.81
6947,Little Earthquakes,Jennifer Weiner, 3.78
6948,"Private (Private, #1)",Kate Brian, 3.78
6949,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist, 4.21
6950,"Whispers of the Dead (David Hunter, #3)",Simon Beckett, 4.10
6951,Big Fish,Daniel Wallace, 3.67
6952,Maitreyi,Mircea Eliade, 3.90
6953,The Last Summer,Ann Brashares, 3.59
6954,Exercises in Style,Raymond Queneau, 4.07
6955,"Rage of the Fallen (The Last Apprentice / Wardstone Chronicles, #8)",Joseph Delaney, 4.25
6956,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",Philippa Gregory, 4.02
6957,الباب المفتوح,Latifa Zayyat, 4.19
6958,"Loamhedge (Redwall, #16)",Brian Jacques, 3.94
6959,"Heartless (Pretty Little Liars, #7)",Sara Shepard, 4.05
6960,"Remember (Redemption, #2)",Karen Kingsbury, 4.39
6961,Warriors: Secrets of the Clans,Erin Hunter, 4.18
6962,The Dreamers,Gilbert Adair, 3.56
6963,"Falling Under (Falling Under, #1)",Gwen Hayes, 3.78
6964,"The Moomins and the Great Flood (The Moomins, #1)",Tove Jansson, 4.03
6965,The Red Book: Liber Novus,C.G. Jung, 4.52
6966,"Breathe (Breathe, #1)",Sarah Crossan, 3.69
6967,Skipping Christmas,John Grisham, 3.52
6968,"You Had Me At Hello (You Had Me At Hello, #1)",Mhairi McFarlane, 3.79
6969,The Prince of Thieves (Tales of Robin Hood by Alexandre Dumas #1),Alexandre Dumas, 4.03
6970,"Geekerella (Once Upon a Con, #1)",Ashley Poston, 3.93
6971,"Time of the Twins (Dragonlance: Legends, #1)",Margaret Weis, 4.16
6972,Chicka Chicka Boom Boom,Bill Martin Jr., 4.23
6973,The Treasure of the Sierra Madre,B. Traven, 4.10
6974,"Heaven (Casteel, #1)",V.C. Andrews, 4.03
6975,"Night Whispers (Warriors: Omen of the Stars, #3)",Erin Hunter, 4.38
6976,Revolting Rhymes,Roald Dahl, 4.11
6977,"Julie of the Wolves (Julie of the Wolves, #1)",Jean Craighead George, 3.82
6978,The Secret of Crickley Hall,James Herbert, 3.91
6979,"For You (The 'Burg, #1)",Kristen Ashley, 4.19
6980,نصف ميت دفن حيًا,حسن الجندي, 3.96
6981,Adultery,Paulo Coelho, 3.08
6982,Fire and Hemlock,Diana Wynne Jones, 3.98
6983,"Frostblood (Frostblood Saga, #1)",Elly Blake, 3.86
6984,"Anne of Windy Poplars (Anne of Green Gables, #4)",L.M. Montgomery, 4.03
6985,"Dark Reunion (The Vampire Diaries, #4)",L.J. Smith, 3.51
6986,Heart on a Chain,Cindy C. Bennett, 4.03
6987,"Hana (Delirium, #1.5)",Lauren Oliver, 3.63
6988,Fatelessness,Imre Kertész, 4.07
6989,Full Tilt,Neal Shusterman, 3.91
6990,"Changeless (Parasol Protectorate, #2)",Gail Carriger, 3.98
6991,"Shalador's Lady (The Black Jewels, #8)",Anne Bishop, 4.36
6992,"The Rowan (The Tower and the Hive, #1)",Anne McCaffrey, 4.04
6993,"The Wedding (Lairds' Fiancées, #2)",Julie Garwood, 4.16
6994,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson, 4.03
6995,"Up from the Grave (Night Huntress, #7)",Jeaniene Frost, 4.24
6996,"Consumed (Consumed, #1)",Skyla Madi, 4.08
6997,Lullabies,Lang Leav, 4.00
6998,"So Long, See You Tomorrow",William Maxwell, 3.93
6999,High Noon,Nora Roberts, 3.99
7000,The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal, 4.11
7001,The Wall,Jean-Paul Sartre, 4.08
7002,Herzog,Saul Bellow, 3.77
7003,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins, 4.20
7004,"Who Could That Be at This Hour? (All the Wrong Questions, #1)",Lemony Snicket, 3.82
7005,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal, 3.92
7006,Possessing the Secret of Joy,Alice Walker, 4.08
7007,"Beyond Tuesday Morning (9/11, #2)",Karen Kingsbury, 4.29
7008,A Course in Miracles,Foundation for Inner Peace, 4.16
7009,Bidadari Bidadari Surga,Tere Liye, 4.31
7010,"Everwild (Skinjacker, #2)",Neal Shusterman, 4.21
7011,Freedom from the Known,Jiddu Krishnamurti, 4.21
7012,"Sometimes It Lasts (Sea Breeze, #5)",Abbi Glines, 4.27
7013,Miss Pettigrew Lives for a Day,Winifred Watson, 3.98
7014,Improbable,Adam Fawer, 4.13
7015,My Best Friend's Brother,M.J. Thompson, 3.46
7016,"Ark Angel (Alex Rider, #6)",Anthony Horowitz, 4.12
7017,The Sociopath Next Door,Martha Stout, 3.76
7018,The Violent Bear It Away,Flannery O'Connor, 4.11
7019,Ignorance,Milan Kundera, 3.79
7020,So Much Closer,Susane Colasanti, 3.68
7021,Look Me in the Eye: My Life with Asperger's,John Elder Robison, 3.89
7022,"Enemy of God (The Warlord Chronicles, #2)",Bernard Cornwell, 4.36
7023,"A Perfect Blood (The Hollows, #10)",Kim Harrison, 4.38
7024,"Pegasus and the New Olympians (Pegasus, #3)",Kate O'Hearn, 4.43
7025,Meant to Be,Lauren Morrill, 3.70
7026,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk, 4.45
7027,"Someplace to Be Flying (Newford, #5)",Charles de Lint, 4.32
7028,A Bright Shining Lie: John Paul Vann and America in Vietnam,Neil Sheehan, 4.21
7029,The Singing Creek Where the Willows Grow,Opal Whiteley, 4.25
7030,Ireland,Frank Delaney, 4.03
7031,Chicken Soup for the Soul,Jack Canfield, 3.95
7032,Tilt,Ellen Hopkins, 4.20
7033,"My Love Lies Bleeding (Drake Chronicles, #1)",Alyxandra Harvey, 3.96
7034,Coming Up for Air,George Orwell, 3.79
7035,Kuyucaklı Yusuf,Sabahattin Ali, 4.23
7036,"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers, 4.32
7037,Fish in a Tree,Lynda Mullaly Hunt, 4.26
7038,Captains and the Kings,Taylor Caldwell, 4.14
7039,"The Bloody Crown of Conan (Conan the Cimmerian, #2)",Robert E. Howard, 4.30
